FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
278352	3		Y89Di	hB3GAT1, 89Y	89Y_CD57
278352	12		Nd143Di	143Nd, hCD14, hCD33	143Nd_CD14-CD33
278352	30		Dy161Di		161Dy_NKp30
278352	38		Tm169Di	hPDCD1, 169Tm	169Tm_PD1
278352	41		Yb172Di		172Yb_NTB-A
278352	44		Lu175Di	hKIR2DL3, 175Lu	175Lu_KIR2DL3
278352	46		BCKG190Di		190BCKG_BCKG
278352	48		Ir193Di		193Ir_DNA-2
278352	57		beadDist		beadDist
278353	51		Pt198Di		198Pt_cisplatin
278353	54		Offset		Offset
278353	5		Cd112Di	hHLA-DRA, 112Cd	112Cd_HLA-DR
278353	20		Eu151Di	hSELL, 151Eu	151Eu_CD62L
278353	21		Sm152Di	hMKI67, 152Sm	152Sm_Ki-67
278353	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278354	10		Pr141Di	hCD38, 141Pr	141Pr_CD38
278354	14		Nd145Di	hLILRB1, 145Nd	145Nd_LILRB1
278354	21		Sm152Di	hMKI67, 152Sm	152Sm_Ki-67
278354	39		Er170Di		170Er_KIR2DL5
278354	40		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
278354	47		Ir191Di		191Ir_DNA-1
278354	50		Pt195Di		195Pt_cisplatin
278354	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278355	34		Ho165Di	hCD96, 165Ho	165Ho_CD96
278355	55		Width		Width
278355	57		beadDist		beadDist
278355	9		Ce140Di		140Ce_BEADS
278355	12		Nd143Di	143Nd, hCD14, hCD33	143Nd_CD14-CD33
278355	24		Gd155Di		155Gd_NKp46
278356	6		Cd113Di	hHLA-DRA, 113Cd	113Cd_HLA-DR
278356	25		Gd156Di		156Gd_NKG2D
278356	37		Er168Di	hCXCR6, 168Er	168Er_CXCR6
278356	45		Yb176Di	hPRF1, 176Yb	176Yb_Perforin
278356	50		Pt195Di		195Pt_cisplatin
278356	55		Width		Width
278357	6		Cd113Di	hHLA-DRA, 113Cd	113Cd_HLA-DR
278357	10		Pr141Di	hCD38, 141Pr	141Pr_CD38
278357	11		Nd142Di	hCD69, 142Nd	142Nd_CD69
278357	21		Sm152Di	hMKI67, 152Sm	152Sm_Ki-67
278357	22		Eu153Di	hKIR2DS4, 153Eu	153Eu_KIR2DS4
278357	25		Gd156Di		156Gd_NKG2D
278357	26		Gd157Di		157Gd_TIGIT
278357	27		Gd158Di		158Gd_2B4
278357	30		Dy161Di		161Dy_NKp30
278357	36		Er167Di	hKLRD1, 167Er	167Er_CD94
278357	38		Tm169Di	hPDCD1, 169Tm	169Tm_PD1
278358	35		Er166Di	hKIR2DL1, 166Er	166Er_KIR2DL1
278358	39		Er170Di		170Er_KIR2DL5
278358	40		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
278358	41		Yb172Di		172Yb_NTB-A
278358	12		Nd143Di	143Nd, hCD14, hCD33	143Nd_CD14-CD33
278358	15		Nd146Di	hCD19, 146Nd	146Nd_CD19
278358	48		Ir193Di		193Ir_DNA-2
278358	54		Offset		Offset
278359	6		Cd113Di	hHLA-DRA, 113Cd	113Cd_HLA-DR
278359	7		Cd114Di	hHLA-DRA, 114Cd	114Cd_HLA-DR
278359	9		Ce140Di		140Ce_BEADS
278359	11		Nd142Di	hCD69, 142Nd	142Nd_CD69
278359	20		Eu151Di	hSELL, 151Eu	151Eu_CD62L
278359	25		Gd156Di		156Gd_NKG2D
278359	37		Er168Di	hCXCR6, 168Er	168Er_CXCR6
278359	43		Yb174Di	hNCAM1, 174Yb	174Yb_CD56
278359	47		Ir191Di		191Ir_DNA-1
278359	53		Center		Center
278359	55		Width		Width
278360	3		Y89Di	hB3GAT1, 89Y	89Y_CD57
278360	12		Nd143Di	143Nd, hCD14, hCD33	143Nd_CD14-CD33
278360	30		Dy161Di		161Dy_NKp30
278360	32		Dy163Di		163Dy_NKG2C
278361	16		Sm147Di	hCD8A, 147Sm	147Sm_CD8
278361	1		Time		Time
278361	6		Cd113Di	hHLA-DRA, 113Cd	113Cd_HLA-DR
278361	8		In115Di	hCD3E, 115In	115In_CD3
278361	32		Dy163Di		163Dy_NKG2C
278361	41		Yb172Di		172Yb_NTB-A
278361	47		Ir191Di		191Ir_DNA-1
278362	18		Sm149Di	hCD4, 149Sm	149Sm_CD4
278362	37		Er168Di	hCXCR6, 168Er	168Er_CXCR6
278362	47		Ir191Di		191Ir_DNA-1
278362	53		Center		Center
278363	5		Cd112Di	hHLA-DRA, 112Cd	112Cd_HLA-DR
278363	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278363	16		Sm147Di	hCD8A, 147Sm	147Sm_CD8
278363	24		Gd155Di		155Gd_NKp46
278363	25		Gd156Di		156Gd_NKG2D
278363	27		Gd158Di		158Gd_2B4
278363	34		Ho165Di	hCD96, 165Ho	165Ho_CD96
278363	40		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
278364	32		Dy163Di		163Dy_NKG2C
278364	35		Er166Di	hKIR2DL1, 166Er	166Er_KIR2DL1
278364	48		Ir193Di		193Ir_DNA-2
278364	6		Cd113Di	hHLA-DRA, 113Cd	113Cd_HLA-DR
278364	8		In115Di	hCD3E, 115In	115In_CD3
278364	10		Pr141Di	hCD38, 141Pr	141Pr_CD38
278364	24		Gd155Di		155Gd_NKp46
278365	5		Cd112Di	hHLA-DRA, 112Cd	112Cd_HLA-DR
278365	22		Eu153Di	hKIR2DS4, 153Eu	153Eu_KIR2DS4
278365	23		Sm154Di	hKIR2DS2, 154Sm	154Sm_KIR2DS2
278365	37		Er168Di	hCXCR6, 168Er	168Er_CXCR6
278365	38		Tm169Di	hPDCD1, 169Tm	169Tm_PD1
278365	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278365	56		Residual		Residual
278365	57		beadDist		beadDist
278366	1		Time		Time
278366	16		Sm147Di	hCD8A, 147Sm	147Sm_CD8
278366	30		Dy161Di		161Dy_NKp30
278366	32		Dy163Di		163Dy_NKG2C
278366	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278366	38		Tm169Di	hPDCD1, 169Tm	169Tm_PD1
278366	40		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
278366	41		Yb172Di		172Yb_NTB-A
278366	47		Ir191Di		191Ir_DNA-1
278366	49		Pt194Di		194Pt_cisplatin
278367	3		Y89Di	hB3GAT1, 89Y	89Y_CD57
278367	18		Sm149Di	hCD4, 149Sm	149Sm_CD4
278367	28		Tb159Di		159Tb_DNAM-1
278367	35		Er166Di	hKIR2DL1, 166Er	166Er_KIR2DL1
278367	36		Er167Di	hKLRD1, 167Er	167Er_CD94
278367	39		Er170Di		170Er_KIR2DL5
278367	41		Yb172Di		172Yb_NTB-A
278367	47		Ir191Di		191Ir_DNA-1
278367	48		Ir193Di		193Ir_DNA-2
278367	53		Center		Center
278368	6		Cd113Di	hHLA-DRA, 113Cd	113Cd_HLA-DR
278368	9		Ce140Di		140Ce_BEADS
278368	10		Pr141Di	hCD38, 141Pr	141Pr_CD38
278368	23		Sm154Di	hKIR2DS2, 154Sm	154Sm_KIR2DS2
278368	24		Gd155Di		155Gd_NKp46
278368	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278368	47		Ir191Di		191Ir_DNA-1
278368	48		Ir193Di		193Ir_DNA-2
278368	51		Pt198Di		198Pt_cisplatin
278369	2		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278369	15		Er168Di	hCXCR6, 168Er	168Er_CXCR6
278369	18		Eu153Di	hKIR2DS4, 153Eu	153Eu_KIR2DS4
278369	19		Event_length		Event_length
278369	22		Gd157Di		157Gd_TIGIT
278369	29		Lu175Di	hKIR2DL3, 175Lu	175Lu_KIR2DL3
278369	34		Nd146Di	hCD19, 146Nd	146Nd_CD19
278369	36		Nd150Di		150Nd_Syk
278369	38		Pr141Di	hCD38, 141Pr	141Pr_CD38
278369	39		Pt194Di		194Pt_cisplatin
278369	50		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
278369	57		SampleID		SampleID
278370	8		In115Di	hCD3E, 115In	115In_CD3
278370	9		Ce140Di		140Ce_BEADS
278370	30		Dy161Di		161Dy_NKp30
278370	32		Dy163Di		163Dy_NKG2C
278370	39		Er170Di		170Er_KIR2DL5
278370	42		Yb173Di	hKIR3DL1, 173Yb	173Yb_KIR3DL1
278370	43		Yb174Di	hNCAM1, 174Yb	174Yb_CD56
278370	48		Ir193Di		193Ir_DNA-2
278371	8		In115Di	hCD3E, 115In	115In_CD3
278371	22		Eu153Di	hKIR2DS4, 153Eu	153Eu_KIR2DS4
278371	24		Gd155Di		155Gd_NKp46
278371	34		Ho165Di	hCD96, 165Ho	165Ho_CD96
278371	45		Yb176Di	hPRF1, 176Yb	176Yb_Perforin
278371	49		Pt194Di		194Pt_cisplatin
278371	51		Pt198Di		198Pt_cisplatin
278342	3		Y89Di	hB3GAT1, 89Y	89Y_CD57
278342	9		Ce140Di		140Ce_BEADS
278342	30		Dy161Di		161Dy_NKp30
278342	34		Ho165Di	hCD96, 165Ho	165Ho_CD96
278342	35		Er166Di	hKIR2DL1, 166Er	166Er_KIR2DL1
278342	45		Yb176Di	hPRF1, 176Yb	176Yb_Perforin
278343	30		Dy161Di		161Dy_NKp30
278343	40		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
278343	42		Yb173Di	hKIR3DL1, 173Yb	173Yb_KIR3DL1
278343	43		Yb174Di	hNCAM1, 174Yb	174Yb_CD56
278343	46		BCKG190Di		190BCKG_BCKG
278343	22		Eu153Di	hKIR2DS4, 153Eu	153Eu_KIR2DS4
278343	27		Gd158Di		158Gd_2B4
278343	28		Tb159Di		159Tb_DNAM-1
278344	1		Time		Time
278344	8		In115Di	hCD3E, 115In	115In_CD3
278344	35		Er166Di	hKIR2DL1, 166Er	166Er_KIR2DL1
278344	37		Er168Di	hCXCR6, 168Er	168Er_CXCR6
278344	45		Yb176Di	hPRF1, 176Yb	176Yb_Perforin
278344	49		Pt194Di		194Pt_cisplatin
278344	57		beadDist		beadDist
278345	3		Y89Di	hB3GAT1, 89Y	89Y_CD57
278345	16		Sm147Di	hCD8A, 147Sm	147Sm_CD8
278345	20		Eu151Di	hSELL, 151Eu	151Eu_CD62L
278345	24		Gd155Di		155Gd_NKp46
278345	29		Gd160Di	160Gd, hFAS	160Gd_FAS-L
278345	46		BCKG190Di		190BCKG_BCKG
278345	49		Pt194Di		194Pt_cisplatin
278345	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278346	44		Lu175Di	hKIR2DL3, 175Lu	175Lu_KIR2DL3
278346	45		Yb176Di	hPRF1, 176Yb	176Yb_Perforin
278346	50		Pt195Di		195Pt_cisplatin
278346	7		Cd114Di	hHLA-DRA, 114Cd	114Cd_HLA-DR
278346	15		Nd146Di	hCD19, 146Nd	146Nd_CD19
278347	7		Cd114Di	hHLA-DRA, 114Cd	114Cd_HLA-DR
278347	48		Ir193Di		193Ir_DNA-2
278347	56		Residual		Residual
278348	1		Time		Time
278348	3		Y89Di	hB3GAT1, 89Y	89Y_CD57
278348	7		Cd114Di	hHLA-DRA, 114Cd	114Cd_HLA-DR
278348	15		Nd146Di	hCD19, 146Nd	146Nd_CD19
278348	25		Gd156Di		156Gd_NKG2D
278348	35		Er166Di	hKIR2DL1, 166Er	166Er_KIR2DL1
278348	54		Offset		Offset
278349	39		Er170Di		170Er_KIR2DL5
278349	21		Sm152Di	hMKI67, 152Sm	152Sm_Ki-67
278349	23		Sm154Di	hKIR2DS2, 154Sm	154Sm_KIR2DS2
278349	42		Yb173Di	hKIR3DL1, 173Yb	173Yb_KIR3DL1
278349	48		Ir193Di		193Ir_DNA-2
278349	53		Center		Center
278350	2		Event_length		Event_length
278350	9		Ce140Di		140Ce_BEADS
278350	12		Nd143Di	143Nd, hCD14, hCD33	143Nd_CD14-CD33
278350	14		Nd145Di	hLILRB1, 145Nd	145Nd_LILRB1
278350	15		Nd146Di	hCD19, 146Nd	146Nd_CD19
278350	34		Ho165Di	hCD96, 165Ho	165Ho_CD96
278350	41		Yb172Di		172Yb_NTB-A
278350	54		Offset		Offset
278351	7		Cd114Di	hHLA-DRA, 114Cd	114Cd_HLA-DR
278351	11		Nd142Di	hCD69, 142Nd	142Nd_CD69
278351	13		Nd144Di	hCD2, 144Nd	144Nd_CD2
278351	15		Nd146Di	hCD19, 146Nd	146Nd_CD19
278351	33		Dy164Di	hNCR2, 164Dy	164Dy_NKp44
278351	35		Er166Di	hKIR2DL1, 166Er	166Er_KIR2DL1
278351	41		Yb172Di		172Yb_NTB-A
278351	50		Pt195Di		195Pt_cisplatin
278351	52		Bi209Di	hFCGR3A, 209Bi	209Bi_CD16
278352	1		Time		Time
278352	7		Cd114Di	hHLA-DRA, 114Cd	114Cd_HLA-DR
278352	8		In115Di	hCD3E, 115In	115In_CD3
278352	25		Gd156Di		156Gd_NKG2D
278352	28		Tb159Di		159Tb_DNAM-1
278352	40		Yb171Di	hKLRC1, 171Yb	171Yb_NKG2A
